record_id,airport_name,altitude_bin,aircraft_model,wildlife_number_struck_actual,effect_impact_to_flight,flight_date,effect_indicated_damage,aircraft_airline,origin_state,phase_of_flight,conditions_precipitation,conditions_sky,wildlife_species,pilot_warned_of_wildlife,total_cost,feet_above_ground
202937,KENDALL-TAMIAMI EXECUTIVE ARPT,> 1000 ft,C-172,1,Precautionary Landing,2000-04-07,Caused damage,PRIVATELY OWNED,Florida,Descent,none,Some Cloud,Turkey vulture,Y,0,2000.0
201326,PORTLAND INTL (OR),< 1000 ft,B-737-400,1,none,2000-04-07,No damage,ALASKA AIRLINES,Oregon,Approach,none,Some Cloud,Barn owl,Y,0,10.0
201403,DALLAS LOVE FIELD ARPT,< 1000 ft,C-402,1,none,2000-04-08,No damage,BUSINESS,Texas,Approach,none,Some Cloud,Unknown bird - small,N,0,15.0
207007,CHICAGO O'HARE INTL ARPT,< 1000 ft,A-320,1,none,2000-04-08,No damage,UNITED AIRLINES,Illinois,Take-off run,none,No Cloud,Unknown bird - medium,Y,0,0.0
201496,ATLANTA INTL,< 1000 ft,DC-9-30,1,none,2000-04-09,No damage,AIRTRAN AIRWAYS,Georgia,Approach,none,No Cloud,Unknown bird - small,N,0,75.0
202398,TETERBORO AIRPORT,< 1000 ft,IAI ASTRA JT,1,none,2000-04-09,No damage,BUSINESS,New Jersey,Landing Roll,none,Overcast,Ring-billed gull,Y,0,0.0
201160,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-757-200,1,none,2000-04-09,No damage,DELTA AIR LINES,Kentucky,Approach,none,Some Cloud,Unknown bird - small,Y,0,30.0
202239,TETERBORO AIRPORT,< 1000 ft,CL-601/604,1,none,2000-04-09,Caused damage,BUSINESS,New Jersey,Take-off run,none,Some Cloud,Mallard,Y,0,0.0
200012,EPPLEY AIRFIELD,< 1000 ft,BE-1900,1,none,2000-04-10,No damage,AIR MIDWEST,Nebraska,Landing Roll,Rain,Overcast,Unknown bird - small,Y,0,0.0
201713,MIDLAND INTL,> 1000 ft,B-737-300,1,none,2000-04-11,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - small,N,0,7000.0
202317,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,none,2000-04-11,No damage,AMERICAN AIRLINES,Texas,Landing Roll,none,Overcast,Unknown bird - small,N,0,0.0
201286,LONG BEACH-DAUGH FLD,< 1000 ft,BELLANCA CIT,1,none,2000-04-12,No damage,BUSINESS,California,Approach,none,No Cloud,American kestrel,N,0,5.0
202714,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,none,2000-04-12,No damage,AMERICAN AIRLINES,Texas,Take-off run,none,Some Cloud,Unknown bird - small,N,0,0.0
203805,NEWPORT NEWS/WILLIAMSBURG INTL,< 1000 ft,GULFAERO III,1,none,2000-04-12,No damage,UNKNOWN,Virginia,Take-off run,none,Some Cloud,Unknown bird - medium,Y,0,0.0
200218,PALM BEACH INTL,< 1000 ft,B-757-200,1,none,2000-04-14,No damage,CONTINENTAL AIRLINES,Florida,Landing Roll,Rain,Overcast,Unknown bird - medium,Y,0,0.0
201210,LOUISVILLE INTL ARPT,> 1000 ft,B-727,1,none,2000-04-14,No damage,UNITED AIRLINES,Kentucky,Approach,none,No Cloud,Unknown bird - small,Y,0,3500.0
202350,CORPUS CHRISTI INTL ARPT,> 1000 ft,ATR-72,1,none,2000-04-14,No damage,AMERICAN EAGLE AIRLINES,Texas,Descent,none,No Cloud,Unknown bird - medium,N,0,5000.0
206114,HOUSTON-HOBBY,< 1000 ft,MD-82,1,none,2000-04-14,No damage,AMERICAN AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - medium,Y,0,400.0
240061,BUFFALO-NIAGARA INTL,< 1000 ft,EMB-120,1,none,2000-04-15,Caused damage,EXPRESSJET CONTINENTAL EXPRS,New York,Approach,none,No Cloud,Red-tailed hawk,N,0,300.0
244470,BUFFALO-NIAGARA INTL,< 1000 ft,EMB-120,1,none,2000-04-15,Caused damage,EXPRESSJET CONTINENTAL EXPRS,New York,Approach,none,No Cloud,Red-tailed hawk,N,0,300.0
201155,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,B-737-300,1,none,2000-04-16,No damage,US AIRWAYS,North Carolina,Take-off run,Fog,Overcast,Unknown bird - small,N,0,0.0
200202,GREENBRIER VALLEY ARPT,> 1000 ft,DA-2000,1,none,2000-04-16,Caused damage,BUSINESS,West Virginia,Descent,none,Some Cloud,Unknown bird - large,N,171186,5000.0
203267,TAMPA INTL,< 1000 ft,MD-80,1,none,2000-04-16,No damage,AMERICAN AIRLINES,Florida,Climb,Fog,Some Cloud,Blackbirds,Y,0,100.0
203473,PHOENIX SKY HARBOR,< 1000 ft,B-737-500,1,none,2000-04-17,Caused damage,UNITED AIRLINES,Arizona,Approach,none,No Cloud,Turkey vulture,N,66818,700.0
202140,WILMINGTON INTL,< 1000 ft,C-172,1,none,2000-04-17,No damage,BUSINESS,North Carolina,Approach,none,No Cloud,Unknown bird - medium,N,0,1000.0
207058,GRAND FORKS INTL,< 1000 ft,SAAB-340,1,Aborted Take-off,2000-04-18,No damage,MESABA AIRLINES,North Dakota,Take-off run,none,No Cloud,Canada goose,N,0,0.0
201993,TETERBORO AIRPORT,< 1000 ft,LEARJET-35,1,none,2000-04-19,No damage,BUSINESS,New Jersey,Landing Roll,Rain,Overcast,Mallard,N,0,0.0
200075,BISMARCK MUNICIPAL ARPT,< 1000 ft,C-441 CONQUE,1,none,2000-04-20,No damage,BUSINESS,North Dakota,Approach,none,No Cloud,Canada goose,N,0,50.0
202540,COLUMBIA METRO,> 1000 ft,LEARJET-35,1,none,2000-04-20,Caused damage,BANKAIR,South Carolina,Descent,none,No Cloud,Unknown bird - medium,N,0,7000.0
201551,ATLANTA INTL,< 1000 ft,B-727,1,none,2000-04-20,No damage,AMERICAN AIRLINES,Georgia,Climb,none,No Cloud,Unknown bird - small,N,0,100.0
204408,PIERRE REGIONAL ARPT,< 1000 ft,BE-1900,1,none,2000-04-20,No damage,GREAT LAKES AIRLINES,South Dakota,Take-off run,none,No Cloud,Canada goose,Y,0,0.0
203485,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-145,1,none,2000-04-20,No damage,EXPRESSJET CONTINENTAL EXPRS,Ohio,Landing Roll,Rain,Overcast,Savannah sparrow,Y,0,0.0
202588,MCCARREN INTL,> 1000 ft,A-320,1,none,2000-04-20,No damage,AMERICA WEST AIRLINES,Nevada,Approach,none,No Cloud,Unknown bird - large,N,0,8000.0
201917,RENO TAHOE INTL,> 1000 ft,MD-80,1,none,2000-04-20,No damage,AMERICAN AIRLINES,Nevada,Approach,none,Some Cloud,Unknown bird - medium,Y,0,6500.0
7324,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,none,2000-04-20,No damage,MILITARY,Louisiana,Take-off run,none,No Cloud,Unknown bird or bat,Y,0,0.0
201009,RALEIGH-DURHAM INTL,> 1000 ft,FOKKER F100,1,none,2000-04-21,Caused damage,MIDWAY AIRLINES,North Carolina,Climb,none,Some Cloud,Unknown bird - medium,N,0,6000.0
201121,RALEIGH-DURHAM INTL,< 1000 ft,BA-41 JETSTR,1,none,2000-04-21,No damage,ATLANTIC COAST AIRLINES,North Carolina,Climb,none,Some Cloud,Mourning dove,N,0,10.0
200907,WILEY POST ARPT,< 1000 ft,BE-76  DUCHESS,1,Precautionary Landing,2000-04-21,No damage,BUSINESS,Oklahoma,Climb,none,No Cloud,Unknown bird - small,Y,0,3.0
201536,NEWARK LIBERTY INTL ARPT,> 1000 ft,MD-11,1,none,2000-04-21,No damage,FEDEX EXPRESS,New Jersey,Approach,none,Overcast,Unknown bird - large,N,0,1200.0
200666,HOUSTON-HOBBY,> 1000 ft,B-737-200,1,none,2000-04-21,No damage,SOUTHWEST AIRLINES,Texas,Descent,none,No Cloud,Unknown bird - small,N,0,6200.0
202494,SOUTHWEST FLORIDA INTL ARPT,> 1000 ft,DC-9,1,none,2000-04-21,No damage,SPIRIT AIRLINES,Florida,Descent,none,Some Cloud,Unknown bird - small,Y,0,5000.0
202737,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-757-200,1,none,2000-04-21,Caused damage,AMERICAN AIRLINES,Florida,Climb,none,No Cloud,Unknown bird - large,Y,0,8000.0
205706,BRADLEY INTL,< 1000 ft,B-727-200,1,none,2000-04-21,No damage,EXPRESS ONE INTL,Connecticut,Approach,Rain,Overcast,Unknown bird - medium,N,0,100.0
200551,INDIANAPOLIS INTL,< 1000 ft,A-319,1,none,2000-04-22,No damage,AMERICA WEST AIRLINES,Indiana,Approach,none,Overcast,Unknown bird - large,N,0,800.0
201548,GREATER ROCHESTER INTL,< 1000 ft,MD-80,1,none,2000-04-22,No damage,AMERICAN AIRLINES,New York,Landing Roll,Rain,Overcast,Canada goose,N,0,0.0
202569,METRO OAKLAND INTL,< 1000 ft,B-737-300,1,none,2000-04-22,No damage,SOUTHWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,Y,0,200.0
201549,LONG ISLAND MAC ARTHUR,< 1000 ft,B-737-200,1,none,2000-04-22,No damage,DELTA AIR LINES,New York,Climb,Fog,Overcast,Unknown bird - small,N,0,50.0
202342,ADDISON,< 1000 ft,LEARJET-25,1,none,2000-04-23,No damage,BUSINESS,Texas,Approach,none,Some Cloud,Rock pigeon,N,0,5.0
201997,LUIS MUNOZ MARIN INTL -SAN JUAN,< 1000 ft,B-727-200,1,none,2000-04-23,No damage,AMERICAN AIRLINES,Puerto Rico,Climb,none,No Cloud,Unknown bird - small,N,0,300.0
200787,PIEDMONT TRIAD INTL,> 1000 ft,CL-RJ100/200,1,none,2000-04-23,No damage,ATLANTIC SOUTHEAST,North Carolina,Climb,none,No Cloud,Unknown bird - medium,N,0,2100.0
203776,WASHINGTON DULLES INTL ARPT,> 1000 ft,BA-31 JETSTR,1,none,2000-04-24,No damage,ATLANTIC COAST AIRLINES,DC,Descent,none,No Cloud,Unknown bird - small,N,0,5600.0
201632,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,DC-10,1,none,2000-04-25,No damage,SUN COUNTRY AIRLINES,Minnesota,Approach,Fog,No Cloud,Unknown bird - medium,N,0,3000.0
201838,PORTLAND INTL (OR),< 1000 ft,B-767-300,1,none,2000-04-25,No damage,DELTA AIR LINES,Oregon,Landing Roll,none,No Cloud,Barn owl,Y,0,0.0
200645,SAN DIEGO INTL,< 1000 ft,A-320,1,none,2000-04-26,No damage,AMERICA WEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - medium,N,0,800.0
202230,MCGHEE TYSON ARPT,< 1000 ft,LEARJET-24,1,none,2000-04-26,No damage,BUSINESS,Tennessee,Approach,none,No Cloud,Unknown bird - small,N,0,150.0
202083,ATLANTA INTL,> 1000 ft,CL-RJ100/200,1,Precautionary Landing,2000-04-26,No damage,ATLANTIC SOUTHEAST,Georgia,Climb,none,No Cloud,Unknown bird - small,N,0,2500.0
207749,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,B-727,1,none,2000-04-26,No damage,UPS AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,2400.0
202020,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,C-210 CENTUR,1,none,2000-04-26,No damage,BUSINESS,Florida,Descent,none,No Cloud,Unknown bird - small,Y,0,3000.0
200284,GEORGE BUSH INTERCONTINENTAL,> 1000 ft,ATR-42,1,none,2000-04-26,No damage,EXPRESSJET CONTINENTAL EXPRS,Texas,Approach,none,No Cloud,Unknown bird - medium,N,0,3500.0
202455,PHILADELPHIA INTL,< 1000 ft,CL-RJ100/200,1,none,2000-04-26,Caused damage,MESA AIRLINES,Pennsylvania,Approach,none,Some Cloud,Unknown bird - large,Y,0,1000.0
201052,SACRAMENTO INTL,< 1000 ft,B-737-300,1,none,2000-04-27,No damage,UNITED AIRLINES,California,Landing Roll,none,Some Cloud,Unknown bird - small,N,0,0.0
202009,GREENVILLE-SPARTANBURG INTL,> 1000 ft,MD-88,1,none,2000-04-27,No damage,DELTA AIR LINES,South Carolina,Approach,none,Some Cloud,Unknown bird - medium,N,0,2500.0
209599,COLORADO SPRINGS MUNICIPAL,> 1000 ft,MD-83,1,none,2000-04-27,Caused damage,AMERICAN AIRLINES,Colorado,Approach,none,No Cloud,Ruddy duck,N,11287,5000.0
202620,MONROE REGIONAL ARPT,> 1000 ft,MD-88,1,none,2000-04-28,No damage,DELTA AIR LINES,Louisiana,Approach,none,No Cloud,Unknown bird - small,N,0,3000.0
201424,NASHVILLE INTL,< 1000 ft,B-737-300,1,none,2000-04-28,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,none,Some Cloud,Unknown bird - medium,Y,0,10.0
200441,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,FOKKER F100,1,none,2000-04-28,No damage,US AIRWAYS,North Carolina,Approach,Rain,Overcast,Unknown bird - small,Y,0,150.0
204976,MIAMI INTL,> 1000 ft,MD-80,1,none,2000-04-28,No damage,CONTINENTAL AIRLINES,Florida,Approach,none,No Cloud,Unknown bird - small,Y,0,3000.0
200240,KANSAS CITY INTL,< 1000 ft,B-727-200,1,Engine Shut Down,2000-04-28,Caused damage,AMERICAN AIRLINES,Missouri,Climb,none,Some Cloud,Canada goose,Y,334091,500.0
201565,BATON ROUGE METRO,> 1000 ft,MD-88,1,none,2000-04-28,No damage,DELTA AIR LINES,Louisiana,Approach,none,No Cloud,Unknown bird - small,N,0,1500.0
205733,VIRU VIRU INTL,> 1000 ft,B-757-200,1,none,2000-04-29,No damage,AMERICAN AIRLINES,California,Climb,none,No Cloud,Unknown bird - medium,N,0,2500.0
200624,JOHN WAYNE AIRPORT,< 1000 ft,B-757-200,1,none,2000-04-29,No damage,UNITED AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,N,0,400.0
204024,GEORGE BUSH INTERCONTINENTAL,> 1000 ft,ATR-42,1,none,2000-04-29,Caused damage,EXPRESSJET CONTINENTAL EXPRS,Texas,Descent,none,Some Cloud,Unknown bird - medium,N,0,6000.0
200830,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,BELL-206,1,none,2000-04-29,Caused damage,SOUTHWEST AIRLINES,Florida,Approach,none,No Cloud,Unknown bird - medium,N,0,50.0
201613,RENO TAHOE INTL,< 1000 ft,B-737-300,1,none,2000-04-30,No damage,DELTA AIR LINES,Nevada,Approach,none,No Cloud,Unknown bird - small,N,0,200.0
200400,ATLANTA INTL,> 1000 ft,EMB-120,1,none,2000-04-30,No damage,ATLANTIC SOUTHEAST,Georgia,Climb,none,No Cloud,Unknown bird - large,N,0,9500.0
202333,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737-300,1,none,2000-05-01,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,Some Cloud,Unknown bird - small,N,0,50.0
200778,IGOR I SIKORSKY MEMORIAL,< 1000 ft,C-208,1,none,2000-05-02,No damage,WIGGINS AIRWAYS,Connecticut,Landing Roll,Rain,Overcast,Herring gull,N,0,0.0
205793,MEMPHIS INTL,> 1000 ft,DC-10,1,none,2000-05-02,No damage,FEDEX EXPRESS,Tennessee,Approach,none,No Cloud,Unknown bird - small,N,0,1900.0
201502,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,CL-RJ100/200,1,none,2000-05-02,No damage,COMAIR AIRLINES,Kentucky,Approach,none,No Cloud,Unknown bird - medium,Y,0,3000.0
202809,BUSH FLD,< 1000 ft,DHC8 DASH 8,1,none,2000-05-02,No damage,CCAIR,Georgia,Take-off run,none,No Cloud,Unknown bird - large,N,0,0.0
204679,MEMPHIS INTL,< 1000 ft,A-300,1,Engine Shut Down,2000-05-02,Caused damage,FEDEX EXPRESS,Tennessee,Climb,none,Overcast,Canada goose,N,13364,100.0
203159,INDIANAPOLIS INTL,< 1000 ft,DC-10,1,none,2000-05-03,No damage,FEDEX EXPRESS,Indiana,Take-off run,none,Some Cloud,Unknown bird - small,N,0,0.0
201991,PHILADELPHIA INTL,< 1000 ft,A-319,1,none,2000-05-03,No damage,US AIRWAYS,Pennsylvania,Climb,none,No Cloud,Unknown bird - medium,Y,0,50.0
201574,INDIANAPOLIS INTL,> 1000 ft,A-300,1,none,2000-05-03,No damage,FEDEX EXPRESS,Indiana,Approach,none,Some Cloud,Unknown bird - small,N,0,3500.0
200826,KANSAS CITY INTL,< 1000 ft,B-737-300,1,none,2000-05-04,No damage,SOUTHWEST AIRLINES,Missouri,Climb,none,No Cloud,Unknown bird - small,Y,0,10.0
205679,CHICAGO O'HARE INTL ARPT,> 1000 ft,MD-80,1,none,2000-05-04,No damage,AMERICAN AIRLINES,Illinois,Climb,none,No Cloud,Unknown bird - medium,N,0,7000.0
202189,MOBILE REGIONAL,< 1000 ft,CL-RJ100/200,1,none,2000-05-04,No damage,COMAIR AIRLINES,Alabama,Approach,none,Some Cloud,Unknown bird - medium,N,0,100.0
206064,EPPLEY AIRFIELD,< 1000 ft,B-727-200,1,none,2000-05-05,No damage,FEDEX EXPRESS,Nebraska,Approach,none,Some Cloud,Unknown bird - medium,N,0,1000.0
203982,MEMPHIS INTL,< 1000 ft,DC-10-10,1,none,2000-05-05,No damage,FEDEX EXPRESS,Tennessee,Approach,none,Overcast,Unknown bird - small,N,0,100.0
200929,MEMPHIS INTL,> 1000 ft,DC-10-10,1,none,2000-05-05,No damage,FEDEX EXPRESS,Tennessee,Approach,none,Overcast,Unknown bird - small,N,0,2500.0
205788,LOUISVILLE INTL ARPT,> 1000 ft,B-767-300,1,none,2000-05-05,No damage,UPS AIRLINES,Kentucky,Approach,none,Some Cloud,Unknown bird - small,N,0,1200.0
205749,LOS ANGELES INTL,> 1000 ft,A-320,1,none,2000-05-05,No damage,AMERICA WEST AIRLINES,California,Approach,none,Some Cloud,Unknown bird - small,N,0,3000.0
200374,WASHINGTON DULLES INTL ARPT,< 1000 ft,A-320,1,none,2000-05-06,No damage,UNITED AIRLINES,DC,Climb,none,No Cloud,Unknown bird - small,Y,0,150.0
201073,TULSA INTL,> 1000 ft,FOKKER F100,1,none,2000-05-07,No damage,AMERICAN AIRLINES,Oklahoma,Descent,none,Some Cloud,Unknown bird - small,N,0,3500.0
200723,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,B-737-200,1,none,2000-05-07,Caused damage,AMERICA WEST AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - small,N,0,3400.0
201291,TAMPA INTL,< 1000 ft,B-727-200,1,none,2000-05-07,No damage,AMERICAN AIRLINES,Florida,Taxi,none,Some Cloud,Unknown bird - small,N,0,0.0
201788,TETERBORO AIRPORT,> 1000 ft,C-560,1,Other,2000-05-07,No damage,BUSINESS,New Jersey,Approach,none,Some Cloud,Unknown bird - medium,N,0,1500.0
201072,LUIS MUNOZ MARIN INTL -SAN JUAN,< 1000 ft,B-727,1,none,2000-05-07,No damage,AMERICAN AIRLINES,Puerto Rico,Approach,none,No Cloud,Unknown bird - small,N,0,200.0
204582,PHOENIX SKY HARBOR,< 1000 ft,A-320,1,none,2000-05-08,No damage,AMERICA WEST AIRLINES,Arizona,Approach,none,No Cloud,Unknown bird - small,N,0,200.0
202215,PHOENIX SKY HARBOR,< 1000 ft,B-737-300,1,none,2000-05-08,No damage,AMERICA WEST AIRLINES,Arizona,Approach,none,No Cloud,Unknown bird - small,N,0,100.0
201576,SPRINGFIELD-BRANSON NATIONAL,> 1000 ft,SAAB-340,1,none,2000-05-08,No damage,PINNACLE,Missouri,Descent,none,Overcast,Unknown bird - medium,N,0,1800.0
203311,AUSTIN-BERGSTROM INTL,> 1000 ft,BE-200 KING,1,none,2000-05-08,Caused damage,GOVERNMENT,Texas,Approach,none,Overcast,Unknown bird - medium,N,8018,2000.0
200820,GREATER PITTSBURGH,< 1000 ft,MD-80,1,none,2000-05-09,No damage,US AIRWAYS,Pennsylvania,Approach,none,No Cloud,Unknown bird - medium,N,0,100.0
201213,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,FOKKER F100,1,none,2000-05-09,Caused damage,US AIRWAYS,North Carolina,Descent,none,No Cloud,Unknown bird - small,N,0,8000.0
200763,ERNESTO CORTISSOZ,< 1000 ft,B-727-200,1,none,2000-05-09,Caused damage,ATA AIRLINES,California,Climb,none,No Cloud,Unknown bird - large,N,32073,1000.0
206765,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-727,1,none,2000-05-09,Caused damage,DELTA AIR LINES,DC,Approach,none,Some Cloud,Unknown bird - medium,N,0,200.0
200942,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,1,none,2000-05-10,No damage,AMERICAN AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,100.0
201500,ATLANTA INTL,> 1000 ft,A-320,1,none,2000-05-10,No damage,AMERICA WEST AIRLINES,Georgia,Climb,none,No Cloud,Unknown bird - medium,N,0,1500.0
201079,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,MD-82,1,none,2000-05-11,No damage,AMERICAN AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,1500.0
203314,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-757-200,1,none,2000-05-11,No damage,AMERICAN AIRLINES,Texas,Approach,none,Some Cloud,Unknown bird - small,Y,0,500.0
200784,MEMPHIS INTL,< 1000 ft,FOKKER F100,1,none,2000-05-12,No damage,US AIRWAYS,Tennessee,Approach,none,Some Cloud,Unknown bird - medium,N,0,500.0
202934,QUAD CITY ARPT,< 1000 ft,SAAB-340,1,none,2000-05-12,No damage,MESABA AIRLINES,Illinois,Climb,none,Overcast,Unknown bird - small,Y,0,400.0
207216,BIRMINGHAM-SHUTTLESWORTH INTL,> 1000 ft,B-727-200,1,none,2000-05-12,No damage,FEDEX EXPRESS,Alabama,Climb,none,Some Cloud,Unknown bird - small,N,0,7000.0
201356,BUFFALO-NIAGARA INTL,< 1000 ft,B-737-400,1,none,2000-05-12,No damage,US AIRWAYS,New York,Approach,none,Some Cloud,Unknown bird - medium,N,0,1000.0
200851,LOGAN INTL,< 1000 ft,A-320,1,none,2000-05-12,No damage,US AIRWAYS,Massachusetts,Climb,none,No Cloud,Unknown bird - medium,Y,0,1000.0
204556,HARRISBURG INTL,> 1000 ft,B-737-300,1,none,2000-05-12,No damage,DELTA AIR LINES,Pennsylvania,Approach,none,No Cloud,Unknown bird - small,N,0,2900.0
201171,DENVER INTL AIRPORT,< 1000 ft,B-727,1,none,2000-05-14,No damage,ATA AIRLINES,Colorado,Approach,none,No Cloud,Unknown bird - small,N,0,10.0
200241,WASHINGTON DULLES INTL ARPT,< 1000 ft,BA-41 JETSTR,1,none,2000-05-14,No damage,ATLANTIC COAST AIRLINES,DC,Approach,none,No Cloud,Unknown bird - small,Y,0,500.0
203231,MIAMI INTL,> 1000 ft,MD-82,1,none,2000-05-14,No damage,AMERICAN AIRLINES,Florida,Climb,none,Some Cloud,Unknown bird - small,N,0,4000.0
200029,LOGAN INTL,< 1000 ft,SAAB-340,1,none,2000-05-14,No damage,BUSINESS EXPRESS,Massachusetts,Approach,none,No Cloud,European starling,Y,0,30.0
201618,WESTCHESTER COUNTY ARPT,< 1000 ft,FOKKER F100,1,none,2000-05-14,No damage,AMERICAN AIRLINES,New York,Approach,none,No Cloud,Unknown bird - small,N,0,100.0
201047,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,B-717-200,1,Precautionary Landing,2000-05-14,Caused damage,TRANS WORLD AIRLINES,Minnesota,Climb,none,No Cloud,Canada goose,N,0,8300.0
201472,SPIRIT OF ST LOUIS,> 1000 ft,C-560,1,none,2000-05-15,Caused damage,EXECUTIVE JET AVIATION,Missouri,Approach,none,No Cloud,Unknown bird - medium,N,0,4000.0
200123,MIAMI INTL,< 1000 ft,B-737-400,1,none,2000-05-15,No damage,US AIRWAYS,Florida,Approach,none,No Cloud,Unknown bird - medium,N,0,1000.0
206094,INDIANAPOLIS INTL,> 1000 ft,B-727-200,1,none,2000-05-16,No damage,FEDEX EXPRESS,Indiana,Approach,none,Some Cloud,Unknown bird - small,N,0,1900.0
203406,THEODORE FRANCIS GREEN STATE,< 1000 ft,B-737-400,1,none,2000-05-16,No damage,US AIRWAYS,Rhode Island,Approach,none,Some Cloud,Osprey,N,0,10.0
202486,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,A-320,1,none,2000-05-16,No damage,NORTHWEST AIRLINES,Minnesota,Approach,none,Some Cloud,Unknown bird - small,N,0,1000.0
207226,LAGUARDIA NY,< 1000 ft,CL-RJ100/200,1,none,2000-05-16,No damage,COMAIR AIRLINES,New York,Approach,none,No Cloud,Unknown bird - medium,N,200,50.0
201065,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,none,2000-05-16,No damage,ALOHA AIRLINES,Hawaii,Landing Roll,none,Some Cloud,Unknown bird - medium,N,0,0.0
203914,PALM SPRINGS INTL,< 1000 ft,MD-80,1,none,2000-05-16,No damage,AMERICAN AIRLINES,California,Approach,none,No Cloud,Common nighthawk,N,0,3.0
201941,PORTLAND INTL (OR),< 1000 ft,FOKKER F28 MK 4000,1,none,2000-05-16,No damage,HORIZON AIR,Oregon,Approach,none,Some Cloud,Unknown bird - small,N,0,1000.0
201699,BURKE LAKEFRONT,< 1000 ft,BE-100 KING,1,none,2000-05-16,No damage,BUSINESS,Ohio,Landing Roll,none,Overcast,Herring gull,Y,0,0.0
204963,RONALD REAGAN WASHINGTON NATL,< 1000 ft,CL-RJ100/200,1,none,2000-05-16,No damage,AIR CANADA,DC,Approach,none,Some Cloud,Unknown bird - small,Y,0,900.0
200977,BRADLEY INTL,> 1000 ft,B-727-200,1,none,2000-05-16,No damage,EXPRESS ONE INTL,Connecticut,Approach,none,No Cloud,Unknown bird - small,N,0,1200.0
203774,GENERAL MITCHELL INTL,< 1000 ft,BA-31 JETSTR,1,none,2000-05-16,No damage,CHAUTAUQUA AIRLINES,Wisconsin,Approach,none,Some Cloud,Unknown bird - medium,N,0,100.0
7330,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,none,2000-05-16,No damage,MILITARY,Louisiana,Approach,none,No Cloud,Unknown bird or bat,Y,0,25.0
201137,SYRACUSE HANCOCK INTL,< 1000 ft,FOKKER F100,1,none,2000-05-18,No damage,AMERICAN AIRLINES,New York,Approach,none,Overcast,Unknown bird - medium,N,0,50.0
204615,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,none,2000-05-18,No damage,COMAIR AIRLINES,Kentucky,Approach,none,Some Cloud,Unknown bird - small,N,0,300.0
202374,WILEY POST ARPT,< 1000 ft,C-210 CENTUR,1,none,2000-05-18,Caused damage,US CUSTOMS AND BORDER PROTECTION,Oklahoma,Climb,none,No Cloud,Unknown bird - medium,Y,0,20.0
204992,QUONSET STATE ARPT,< 1000 ft,CL-601/604,1,none,2000-05-19,No damage,BUSINESS,Rhode Island,Approach,Rain,Overcast,Herring gull,N,0,50.0
204993,CINCINNATI MUNI ARPT-LUNKEN FIELD,> 1000 ft,C-560,1,none,2000-05-19,No damage,EXECUTIVE JET AVIATION,Ohio,Approach,none,No Cloud,Unknown bird - small,N,0,3000.0
206384,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,B-737-400,1,none,2000-05-19,No damage,US AIRWAYS,North Carolina,Approach,none,Some Cloud,Unknown bird - small,N,0,200.0
205371,BUFFALO-NIAGARA INTL,< 1000 ft,B-737-300,1,none,2000-05-19,No damage,US AIRWAYS,New York,Taxi,Rain,Overcast,Canada goose,Y,0,0.0
204724,MINETA SAN JOSE INTL,< 1000 ft,C-650,1,none,2000-05-19,No damage,BUSINESS,California,Climb,none,No Cloud,Unknown bird - small,Y,0,75.0
